year,team1_Name,team2_Name,winningTeam,mapName,team1Score,team2Score,team1Agents,team2Agents,agentsPicked
2022,OG LDN UTD,FNATIC,FNATIC,Haven,4,13,"Breach, Jett, Killjoy, Omen, Sova","Breach, Chamber, Omen, Raze, Sova","Omen, Jett, Killjoy, Sova, Breach, Chamber, Raze, Breach, Sova, Omen"
2022,OG LDN UTD,FNATIC,FNATIC,Icebox,0,13,"Chamber, Fade, Kayo, Sage, Viper","Chamber, Killjoy, Sage, Sova, Viper","Sage, Fade, Chamber, Kayo, Viper, Chamber, Viper, Sage, Killjoy, Sova"
2022,FunPlus Phoenix,G2 Esports,FunPlus Phoenix,Fracture,13,9,"Chamber, Fade, Kayo, Omen, Sage","Breach, Brimstone, Chamber, Kayo, Neon","Chamber, Fade, Omen, Sage, Kayo, Brimstone, Chamber, Breach, Neon, Kayo"
2022,FunPlus Phoenix,G2 Esports,FunPlus Phoenix,Ascent,13,10,"Fade, Jett, Kayo, Omen, Sage","Chamber, Kayo, Omen, Raze, Sova","Fade, Kayo, Sage, Omen, Jett, Kayo, Raze, Sova, Chamber, Omen"
2022,BIG,Guild Esports,Guild Esports,Icebox,10,13,"Chamber, Jett, Omen, Sova, Viper","Chamber, Jett, Sage, Sova, Viper","Sova, Jett, Omen, Viper, Chamber, Viper, Chamber, Sage, Sova, Jett"
2022,BIG,Guild Esports,BIG,Fracture,13,11,"Breach, Brimstone, Chamber, Raze, Sage","Breach, Brimstone, Chamber, Kayo, Neon","Chamber, Brimstone, Raze, Breach, Sage, Kayo, Brimstone, Chamber, Neon, Breach"
2022,BIG,Guild Esports,Guild Esports,Haven,6,13,"Breach, Chamber, Fade, Omen, Raze","Breach, Jett, Killjoy, Omen, Sova","Raze, Chamber, Breach, Fade, Omen, Killjoy, Jett, Omen, Sova, Breach"
2022,Natus Vincere,M3 Champions,M3 Champions,Ascent,5,13,"Jett, Kayo, Killjoy, Omen, Sova","Astra, Jett, Kayo, Killjoy, Sova","Sova, Jett, Killjoy, Kayo, Omen, Killjoy, Sova, Astra, Jett, Kayo"
2022,Natus Vincere,M3 Champions,Natus Vincere,Bind,13,4,"Chamber, Omen, Raze, Skye, Viper","Brimstone, Fade, Raze, Skye, Viper","Skye, Omen, Chamber, Raze, Viper, Viper, Fade, Brimstone, Skye, Raze"
2022,Natus Vincere,M3 Champions,M3 Champions,Icebox,3,13,"Chamber, Killjoy, Sage, Sova, Viper","Brimstone, Chamber, Kayo, Sova, Viper","Sova, Chamber, Killjoy, Viper, Sage, Viper, Sova, Chamber, Kayo, Brimstone"
2022,FOKUS,Acend,FOKUS,Bind,13,7,"Brimstone, Jett, Raze, Skye, Viper","Brimstone, Raze, Sage, Skye, Viper","Viper, Skye, Brimstone, Jett, Raze, Viper, Sage, Brimstone, Skye, Raze"
2022,FOKUS,Acend,Acend,Ascent,8,13,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Jett, Killjoy, Kayo, Sova, Omen, Omen, Jett, Kayo, Killjoy, Sova"
2022,FOKUS,Acend,Acend,Icebox,9,13,"Jett, Kayo, Killjoy, Sova, Viper","Chamber, Kayo, Reyna, Sova, Viper","Kayo, Jett, Viper, Sova, Killjoy, Chamber, Reyna, Viper, Kayo, Sova"
2022,Team Liquid,Guild Esports,Guild Esports,Split,3,13,"Astra, Breach, Cypher, Omen, Raze","Breach, Cypher, Omen, Raze, Sage","Raze, Astra, Breach, Cypher, Omen, Breach, Omen, Cypher, Raze, Sage"
2022,Team Liquid,Guild Esports,Team Liquid,Icebox,13,6,"Fade, Omen, Raze, Sage, Viper","Killjoy, Raze, Sage, Sova, Viper","Fade, Omen, Viper, Raze, Sage, Sova, Raze, Sage, Killjoy, Viper"
2022,Team Liquid,Guild Esports,Guild Esports,Fracture,4,13,"Astra, Breach, Cypher, Raze, Skye","Breach, Brimstone, Chamber, Raze, Sage","Skye, Astra, Raze, Breach, Cypher, Breach, Raze, Sage, Chamber, Brimstone"
