year,team1_Name,team2_Name,winningTeam,mapName,team1Score,team2Score,team1Agents,team2Agents,agentsPicked
2023,NRG Esports,LOUD,LOUD,Split,3,13,"Astra, Kayo, Killjoy, Raze, Viper","Astra, Jett, Raze, Skye, Viper","Astra, Kayo, Killjoy, Raze, Viper, Astra, Jett, Raze, Skye, Viper"
2023,NRG Esports,LOUD,LOUD,Pearl,15,13,"Harbor, Killjoy, Raze, Skye, Viper","Harbor, Jett, Killjoy, Skye, Viper","Killjoy, Raze, Skye, Harbor, Viper, Viper, Skye, Jett, Harbor, Killjoy"
2023,NRG Esports,LOUD,LOUD,Fracture,16,18,"Breach, Brimstone, Cypher, Jett, Kayo","Breach, Brimstone, Jett, Killjoy, Raze","Breach, Brimstone, Jett, Cypher, Kayo, Jett, Brimstone, Breach, Killjoy, Raze"
2023,DRX,Talon Esports,Talon Esports,Fracture,10,13,"Fade, Kayo, Omen, Raze, Viper","Breach, Brimstone, Kayo, Killjoy, Neon","Viper, Fade, Kayo, Raze, Omen, Kayo, Killjoy, Neon, Brimstone, Breach"
2023,DRX,Talon Esports,DRX,Ascent,13,6,"Astra, Fade, Jett, Kayo, Sova","Fade, Jett, Kayo, Killjoy, Omen","Sova, Astra, Kayo, Jett, Fade, Fade, Jett, Omen, Kayo, Killjoy"
2023,DRX,Talon Esports,DRX,Icebox,13,10,"Harbor, Jett, Killjoy, Sova, Viper","Harbor, Jett, Killjoy, Sova, Viper","Viper, Killjoy, Jett, Sova, Harbor, Sova, Jett, Killjoy, Viper, Harbor"
2023,Team Liquid,Team Secret,Team Secret,Icebox,8,13,"Jett, Killjoy, Sage, Sova, Viper","Kayo, Killjoy, Sage, Sova, Viper","Sova, Killjoy, Jett, Viper, Sage, Sova, Kayo, Killjoy, Sage, Viper"
2023,Team Liquid,Team Secret,Team Secret,Fracture,7,13,"Astra, Breach, Cypher, Kayo, Raze","Breach, Brimstone, Cypher, Fade, Raze","Cypher, Raze, Astra, Kayo, Breach, Breach, Raze, Fade, Cypher, Brimstone"
2023,Natus Vincere,KRÜ Esports,Natus Vincere,Ascent,13,5,"Cypher, Fade, Jett, Kayo, Omen","Jett, Kayo, Killjoy, Omen, Sova","Kayo, Omen, Fade, Jett, Cypher, Sova, Omen, Kayo, Killjoy, Jett"
2023,Natus Vincere,KRÜ Esports,Natus Vincere,Lotus,13,10,"Fade, Kayo, Killjoy, Omen, Raze","Breach, Killjoy, Neon, Omen, Raze","Kayo, Omen, Fade, Raze, Killjoy, Neon, Raze, Omen, Breach, Killjoy"
2023,ZETA DIVISION,LEVIATÁN,LEVIATÁN,Ascent,4,13,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Jett, Omen, Killjoy, Kayo, Sova, Omen, Killjoy, Kayo, Jett, Sova"
2023,ZETA DIVISION,LEVIATÁN,LEVIATÁN,Pearl,11,13,"Astra, Jett, Kayo, Killjoy, Sova","Astra, Jett, Killjoy, Skye, Viper","Killjoy, Astra, Kayo, Jett, Sova, Viper, Killjoy, Astra, Skye, Jett"
2023,Team Vitality,Global Esports,Team Vitality,Split,13,4,"Cypher, Jett, Omen, Raze, Sage","Astra, Raze, Sage, Skye, Viper","Jett, Omen, Raze, Cypher, Sage, Skye, Viper, Astra, Raze, Sage"
2023,Team Vitality,Global Esports,Global Esports,Pearl,9,13,"Astra, Fade, Jett, Kayo, Killjoy","Astra, Fade, Jett, Kayo, Killjoy","Jett, Kayo, Fade, Astra, Killjoy, Astra, Jett, Kayo, Fade, Killjoy"
2023,Team Vitality,Global Esports,Team Vitality,Lotus,13,6,"Breach, Fade, Harbor, Killjoy, Raze","Breach, Jett, Killjoy, Omen, Sova","Fade, Killjoy, Raze, Harbor, Breach, Killjoy, Jett, Omen, Breach, Sova"
2023,FUT Esports,Rex Regum Qeon,FUT Esports,Lotus,13,3,"Kayo, Killjoy, Neon, Omen, Sage","Breach, Cypher, Neon, Omen, Reyna","Omen, Killjoy, Neon, Sage, Kayo, Omen, Cypher, Reyna, Neon, Breach"
2023,FUT Esports,Rex Regum Qeon,FUT Esports,Pearl,13,11,"Astra, Jett, Kayo, Killjoy, Viper","Astra, Fade, Kayo, Sage, Viper","Viper, Astra, Jett, Kayo, Killjoy, Kayo, Viper, Fade, Sage, Astra"
2023,100 Thieves,EDward Gaming,100 Thieves,Icebox,13,10,"Killjoy, Omen, Sage, Sova, Viper","Harbor, Jett, Killjoy, Sova, Viper","Killjoy, Viper, Omen, Sova, Sage, Killjoy, Jett, Sova, Harbor, Viper"
2023,100 Thieves,EDward Gaming,EDward Gaming,Lotus,9,13,"Astra, Cypher, Fade, Kayo, Raze","Breach, Jett, Killjoy, Omen, Raze","Cypher, Astra, Fade, Raze, Kayo, Killjoy, Omen, Breach, Raze, Jett"
2023,100 Thieves,EDward Gaming,EDward Gaming,Pearl,14,12,"Astra, Breach, Jett, Killjoy, Sova","Astra, Fade, Jett, Kayo, Viper","Killjoy, Jett, Astra, Breach, Sova, Jett, Viper, Fade, Kayo, Astra"
2023,Sentinels,FNATIC,FNATIC,Haven,6,13,"Breach, Jett, Killjoy, Omen, Skye","Astra, Breach, Jett, Killjoy, Sova","Jett, Skye, Omen, Breach, Killjoy, Sova, Jett, Breach, Killjoy, Astra"
2023,Sentinels,FNATIC,FNATIC,Split,7,13,"Astra, Raze, Sage, Skye, Viper","Cypher, Jett, Omen, Raze, Sage","Viper, Sage, Skye, Astra, Raze, Jett, Cypher, Sage, Raze, Omen"
2023,T1,FURIA,FURIA,Pearl,7,13,"Astra, Jett, Kayo, Killjoy, Sova","Astra, Cypher, Fade, Neon, Skye","Killjoy, Astra, Sova, Jett, Kayo, Skye, Fade, Neon, Cypher, Astra"
2023,T1,FURIA,FURIA,Icebox,5,13,"Jett, Kayo, Killjoy, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Kayo, Viper, Jett, Killjoy, Sova, Sova, Sage, Killjoy, Viper, Jett"
2023,Team Secret,Natus Vincere,Natus Vincere,Icebox,8,13,"Kayo, Killjoy, Sage, Sova, Viper","Cypher, Jett, Kayo, Sage, Viper","Sova, Viper, Kayo, Sage, Killjoy, Sage, Jett, Kayo, Viper, Cypher"
2023,Team Secret,Natus Vincere,Natus Vincere,Pearl,4,13,"Astra, Fade, Harbor, Kayo, Killjoy","Astra, Jett, Kayo, Killjoy, Sova","Harbor, Fade, Killjoy, Astra, Kayo, Astra, Kayo, Jett, Sova, Killjoy"
2023,LEVIATÁN,Team Vitality,Team Vitality,Haven,16,14,"Breach, Fade, Killjoy, Omen, Raze","Breach, Jett, Killjoy, Omen, Sova","Breach, Killjoy, Raze, Fade, Omen, Breach, Jett, Killjoy, Sova, Omen"
2023,LEVIATÁN,Team Vitality,LEVIATÁN,Pearl,13,3,"Astra, Jett, Killjoy, Skye, Viper","Astra, Fade, Jett, Kayo, Killjoy","Jett, Killjoy, Viper, Skye, Astra, Killjoy, Jett, Kayo, Astra, Fade"
2023,FUT Esports,100 Thieves,FUT Esports,Lotus,13,9,"Kayo, Killjoy, Neon, Omen, Sage","Astra, Cypher, Fade, Kayo, Raze","Neon, Killjoy, Omen, Kayo, Sage, Kayo, Fade, Astra, Raze, Cypher"
2023,FUT Esports,100 Thieves,100 Thieves,Haven,11,13,"Breach, Fade, Jett, Killjoy, Omen","Cypher, Jett, Kayo, Omen, Sova","Fade, Jett, Omen, Killjoy, Breach, Cypher, Kayo, Jett, Sova, Omen"
2023,FUT Esports,100 Thieves,100 Thieves,Icebox,8,13,"Fade, Jett, Sage, Sova, Viper","Killjoy, Omen, Sage, Sova, Viper","Fade, Sova, Jett, Viper, Sage, Viper, Omen, Sage, Sova, Killjoy"
2023,FNATIC,FURIA,FURIA,Haven,18,16,"Astra, Breach, Jett, Killjoy, Sova","Harbor, Jett, Killjoy, Skye, Viper","Breach, Sova, Jett, Killjoy, Astra, Skye, Jett, Killjoy, Viper, Harbor"
2023,FNATIC,FURIA,FNATIC,Ascent,13,9,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Omen, Sova, Killjoy, Jett, Kayo, Sova, Killjoy, Jett, Omen, Kayo"
2023,Natus Vincere,LEVIATÁN,Natus Vincere,Ascent,13,10,"Cypher, Fade, Jett, Kayo, Omen","Jett, Kayo, Killjoy, Omen, Sova","Fade, Cypher, Omen, Jett, Kayo, Killjoy, Jett, Sova, Kayo, Omen"
2023,Natus Vincere,LEVIATÁN,Natus Vincere,Fracture,13,2,"Cypher, Kayo, Omen, Raze, Viper","Breach, Brimstone, Killjoy, Raze, Viper","Raze, Viper, Kayo, Omen, Cypher, Raze, Viper, Brimstone, Breach, Killjoy"
2023,100 Thieves,FNATIC,FNATIC,Fracture,1,13,"Breach, Cypher, Kayo, Omen, Raze","Breach, Brimstone, Fade, Killjoy, Raze","Kayo, Raze, Cypher, Breach, Omen, Fade, Breach, Raze, Killjoy, Brimstone"
2023,100 Thieves,FNATIC,FNATIC,Icebox,10,13,"Killjoy, Omen, Sage, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Sage, Omen, Sova, Viper, Killjoy, Jett, Sage, Sova, Killjoy, Viper"
2023,LOUD,DRX,LOUD,Pearl,13,5,"Harbor, Jett, Killjoy, Skye, Viper","Harbor, Jett, Killjoy, Skye, Viper","Jett, Viper, Killjoy, Skye, Harbor, Harbor, Skye, Viper, Killjoy, Jett"
2023,LOUD,DRX,LOUD,Icebox,13,8,"Harbor, Jett, Killjoy, Skye, Viper","Harbor, Jett, Killjoy, Sova, Viper","Jett, Skye, Viper, Harbor, Killjoy, Jett, Viper, Sova, Killjoy, Harbor"
2023,LOUD,DRX,DRX,Split,7,13,"Astra, Jett, Raze, Skye, Viper","Astra, Kayo, Raze, Skye, Viper","Jett, Raze, Astra, Viper, Skye, Raze, Skye, Viper, Astra, Kayo"
2023,LOUD,DRX,DRX,Fracture,7,13,"Breach, Brimstone, Jett, Killjoy, Raze","Breach, Brimstone, Fade, Killjoy, Neon","Breach, Brimstone, Raze, Killjoy, Jett, Brimstone, Killjoy, Neon, Fade, Breach"
2023,LOUD,DRX,LOUD,Ascent,13,8,"Jett, Killjoy, Omen, Skye, Viper","Jett, Kayo, Killjoy, Omen, Sova","Skye, Killjoy, Omen, Viper, Jett, Omen, Kayo, Sova, Jett, Killjoy"
2023,Natus Vincere,FNATIC,FNATIC,Haven,11,13,"Jett, Kayo, Killjoy, Omen, Sova","Astra, Breach, Jett, Killjoy, Sova","Kayo, Omen, Killjoy, Jett, Sova, Sova, Jett, Killjoy, Astra, Breach"
2023,Natus Vincere,FNATIC,FNATIC,Lotus,4,13,"Fade, Kayo, Killjoy, Omen, Raze","Astra, Fade, Killjoy, Raze, Viper","Killjoy, Raze, Fade, Omen, Kayo, Killjoy, Astra, Raze, Viper, Fade"
2023,Natus Vincere,FNATIC,FNATIC,Fracture,11,13,"Cypher, Kayo, Omen, Raze, Viper","Breach, Brimstone, Fade, Killjoy, Raze","Omen, Viper, Raze, Kayo, Cypher, Breach, Fade, Killjoy, Brimstone, Raze"
2023,LOUD,FNATIC,FNATIC,Ascent,8,13,"Jett, Killjoy, Omen, Skye, Viper","Jett, Kayo, Killjoy, Omen, Sova","Viper, Killjoy, Omen, Skye, Jett, Sova, Omen, Kayo, Jett, Killjoy"
2023,LOUD,FNATIC,FNATIC,Fracture,7,13,"Breach, Brimstone, Jett, Killjoy, Raze","Breach, Brimstone, Fade, Killjoy, Raze","Breach, Brimstone, Jett, Killjoy, Raze, Fade, Breach, Raze, Brimstone, Killjoy"
2023,LOUD,FNATIC,LOUD,Split,13,9,"Astra, Jett, Raze, Skye, Viper","Cypher, Jett, Omen, Raze, Sage","Viper, Jett, Astra, Skye, Raze, Jett, Cypher, Sage, Raze, Omen"
2023,LOUD,FNATIC,LOUD,Lotus,13,8,"Harbor, Jett, Killjoy, Skye, Viper","Astra, Fade, Killjoy, Raze, Viper","Killjoy, Viper, Harbor, Skye, Jett, Astra, Killjoy, Fade, Viper, Raze"
2023,LOUD,FNATIC,FNATIC,Icebox,12,14,"Harbor, Jett, Killjoy, Skye, Viper","Jett, Killjoy, Sage, Sova, Viper","Jett, Viper, Skye, Killjoy, Harbor, Jett, Killjoy, Viper, Sova, Sage"
2023,KOI,Natus Vincere,KOI,Ascent,13,7,"Fade, Jett, Kayo, Killjoy, Omen","Gekko, Jett, Kayo, Omen, Viper","Killjoy, Kayo, Fade, Omen, Jett, Jett, Omen, Gekko, Kayo, Viper"
2023,KOI,Natus Vincere,Natus Vincere,Lotus,20,18,"Breach, Killjoy, Omen, Raze, Sova","Gekko, Killjoy, Omen, Skye, Viper","Omen, Breach, Raze, Killjoy, Sova, Killjoy, Gekko, Omen, Viper, Skye"
2023,FNATIC,Giants Gaming,FNATIC,Icebox,13,3,"Jett, Killjoy, Sage, Sova, Viper","Jett, Kayo, Killjoy, Sova, Viper","Viper, Sova, Sage, Killjoy, Jett, Sova, Kayo, Jett, Viper, Killjoy"
2023,FNATIC,Giants Gaming,FNATIC,Split,13,11,"Breach, Cypher, Omen, Raze, Skye","Astra, Kayo, Raze, Skye, Viper","Breach, Raze, Omen, Cypher, Skye, Kayo, Viper, Raze, Skye, Astra"
2023,Team Heretics,FUT Esports,FUT Esports,Pearl,4,13,"Astra, Harbor, Jett, Killjoy, Skye","Astra, Cypher, Kayo, Raze, Viper","Harbor, Skye, Killjoy, Jett, Astra, Raze, Astra, Kayo, Viper, Cypher"
2023,Team Heretics,FUT Esports,FUT Esports,Lotus,9,13,"Jett, Killjoy, Omen, Sage, Skye","Kayo, Killjoy, Neon, Omen, Sage","Omen, Jett, Killjoy, Sage, Skye, Omen, Kayo, Sage, Killjoy, Neon"
2023,Team Liquid,Team Vitality,Team Vitality,Haven,6,13,"Breach, Cypher, Jett, Omen, Sova","Breach, Jett, Killjoy, Omen, Sova","Jett, Sova, Cypher, Breach, Omen, Sova, Omen, Breach, Jett, Killjoy"
2023,Team Liquid,Team Vitality,Team Liquid,Fracture,13,2,"Cypher, Omen, Raze, Skye, Viper","Breach, Brimstone, Fade, Killjoy, Raze","Raze, Cypher, Skye, Viper, Omen, Raze, Fade, Breach, Brimstone, Killjoy"
2023,Team Liquid,Team Vitality,Team Vitality,Lotus,10,13,"Kayo, Neon, Omen, Skye, Viper","Breach, Cypher, Fade, Harbor, Raze","Skye, Neon, Viper, Kayo, Omen, Raze, Fade, Breach, Cypher, Harbor"
2023,Natus Vincere,Giants Gaming,Giants Gaming,Icebox,15,17,"Cypher, Jett, Kayo, Sage, Viper","Jett, Killjoy, Sage, Sova, Viper","Jett, Viper, Kayo, Sage, Cypher, Killjoy, Sova, Jett, Viper, Sage"
2023,Natus Vincere,Giants Gaming,Giants Gaming,Split,15,13,"Astra, Gekko, Jett, Skye, Viper","Astra, Kayo, Raze, Skye, Viper","Astra, Skye, Jett, Gekko, Viper, Kayo, Skye, Astra, Viper, Raze"
2023,Natus Vincere,Giants Gaming,Natus Vincere,Pearl,13,7,"Astra, Gekko, Jett, Kayo, Killjoy","Astra, Gekko, Jett, Kayo, Viper","Kayo, Jett, Astra, Killjoy, Gekko, Viper, Gekko, Kayo, Astra, Jett"
2023,Karmine Corp,BBL Esports,BBL Esports,Icebox,19,17,"Gekko, Harbor, Kayo, Killjoy, Viper","Killjoy, Omen, Sage, Sova, Viper","Killjoy, Harbor, Kayo, Viper, Gekko, Killjoy, Omen, Viper, Sova, Sage"
2023,Karmine Corp,BBL Esports,Karmine Corp,Split,13,11,"Astra, Breach, Cypher, Gekko, Raze","Astra, Breach, Cypher, Raze, Sage","Raze, Astra, Cypher, Breach, Gekko, Breach, Sage, Cypher, Astra, Raze"
2023,Team Liquid,FUT Esports,FUT Esports,Lotus,10,13,"Kayo, Neon, Omen, Skye, Viper","Kayo, Killjoy, Neon, Omen, Viper","Neon, Omen, Skye, Viper, Kayo, Kayo, Viper, Killjoy, Neon, Omen"
2023,Team Liquid,FUT Esports,Team Liquid,Split,13,6,"Cypher, Jett, Omen, Sage, Skye","Astra, Cypher, Kayo, Raze, Skye","Jett, Skye, Cypher, Sage, Omen, Kayo, Skye, Cypher, Astra, Raze"
2023,Team Liquid,FUT Esports,Team Liquid,Ascent,13,6,"Cypher, Jett, Kayo, Omen, Sova","Jett, Kayo, Killjoy, Omen, Skye","Jett, Sova, Cypher, Kayo, Omen, Jett, Omen, Killjoy, Skye, Kayo"
2023,KOI,Team Vitality,Team Vitality,Split,9,13,"Breach, Cypher, Jett, Omen, Raze","Cypher, Jett, Omen, Raze, Sage","Jett, Cypher, Breach, Omen, Raze, Jett, Raze, Sage, Cypher, Omen"
2023,KOI,Team Vitality,KOI,Fracture,13,15,"Breach, Brimstone, Cypher, Raze, Skye","Breach, Brimstone, Fade, Killjoy, Raze","Cypher, Raze, Breach, Skye, Brimstone, Raze, Fade, Killjoy, Brimstone, Breach"
2023,FNATIC,BBL Esports,BBL Esports,Ascent,6,13,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Sova, Omen, Jett, Killjoy, Kayo, Sova, Omen"
2023,FNATIC,BBL Esports,FNATIC,Haven,13,9,"Astra, Breach, Jett, Killjoy, Sova","Astra, Breach, Jett, Killjoy, Sova","Killjoy, Sova, Astra, Jett, Breach, Killjoy, Jett, Breach, Astra, Sova"
2023,FNATIC,BBL Esports,FNATIC,Split,13,11,"Breach, Cypher, Omen, Raze, Skye","Astra, Breach, Cypher, Raze, Sage","Skye, Omen, Breach, Cypher, Raze, Sage, Astra, Raze, Cypher, Breach"
2023,Team Heretics,Karmine Corp,Team Heretics,Icebox,13,5,"Harbor, Jett, Killjoy, Sova, Viper","Gekko, Harbor, Kayo, Killjoy, Viper","Jett, Sova, Viper, Harbor, Killjoy, Killjoy, Kayo, Gekko, Harbor, Viper"
2023,Team Heretics,Karmine Corp,Team Heretics,Split,13,2,"Cypher, Jett, Omen, Raze, Sage","Astra, Breach, Cypher, Gekko, Raze","Raze, Jett, Omen, Sage, Cypher, Gekko, Cypher, Astra, Breach, Raze"
2023,Team Vitality,FUT Esports,FUT Esports,Lotus,4,13,"Breach, Cypher, Fade, Harbor, Raze","Kayo, Killjoy, Neon, Omen, Viper","Cypher, Fade, Harbor, Breach, Raze, Viper, Neon, Kayo, Omen, Killjoy"
2023,Team Vitality,FUT Esports,FUT Esports,Haven,10,13,"Breach, Jett, Killjoy, Omen, Sova","Breach, Gekko, Jett, Killjoy, Omen","Omen, Sova, Killjoy, Breach, Jett, Jett, Breach, Killjoy, Omen, Gekko"
2023,Natus Vincere,BBL Esports,Natus Vincere,Ascent,13,10,"Fade, Jett, Kayo, Omen, Sage","Jett, Kayo, Killjoy, Omen, Sova","Kayo, Fade, Sage, Jett, Omen, Kayo, Killjoy, Jett, Omen, Sova"
2023,Natus Vincere,BBL Esports,Natus Vincere,Fracture,13,8,"Cypher, Fade, Omen, Viper, Yoru","Breach, Brimstone, Fade, Killjoy, Raze","Yoru, Cypher, Fade, Viper, Omen, Raze, Breach, Brimstone, Fade, Killjoy"
2023,FNATIC,Team Heretics,FNATIC,Icebox,13,3,"Jett, Killjoy, Sage, Sova, Viper","Harbor, Jett, Killjoy, Sova, Viper","Jett, Sova, Viper, Sage, Killjoy, Killjoy, Sova, Viper, Harbor, Jett"
2023,FNATIC,Team Heretics,FNATIC,Ascent,13,6,"Jett, Kayo, Killjoy, Omen, Sova","Killjoy, Omen, Phoenix, Skye, Viper","Sova, Jett, Killjoy, Kayo, Omen, Omen, Killjoy, Skye, Viper, Phoenix"
2023,Team Liquid,Karmine Corp,Team Liquid,Ascent,13,5,"Cypher, Jett, Kayo, Omen, Sova","Breach, Cypher, Fade, Kayo, Omen","Jett, Cypher, Sova, Kayo, Omen, Kayo, Omen, Cypher, Fade, Breach"
2023,Team Liquid,Karmine Corp,Team Liquid,Split,13,2,"Cypher, Jett, Omen, Sage, Skye","Astra, Breach, Cypher, Gekko, Raze","Skye, Jett, Omen, Cypher, Sage, Cypher, Breach, Gekko, Astra, Raze"
2023,KOI,Giants Gaming,Giants Gaming,Lotus,1,13,"Breach, Killjoy, Omen, Raze, Sova","Breach, Gekko, Jett, Omen, Viper","Breach, Sova, Raze, Omen, Killjoy, Omen, Viper, Gekko, Breach, Jett"
2023,KOI,Giants Gaming,Giants Gaming,Ascent,11,13,"Fade, Jett, Kayo, Killjoy, Omen","Jett, Kayo, Omen, Sova, Viper","Kayo, Killjoy, Fade, Omen, Jett, Viper, Kayo, Jett, Sova, Omen"
2023,Natus Vincere,Team Heretics,Natus Vincere,Pearl,13,3,"Astra, Gekko, Jett, Kayo, Killjoy","Harbor, Jett, Killjoy, Skye, Viper","Jett, Kayo, Astra, Killjoy, Gekko, Jett, Killjoy, Viper, Harbor, Skye"
2023,Natus Vincere,Team Heretics,Team Heretics,Lotus,9,13,"Harbor, Killjoy, Omen, Skye, Sova","Killjoy, Neon, Omen, Skye, Viper","Sova, Harbor, Skye, Killjoy, Omen, Killjoy, Omen, Skye, Viper, Neon"
2023,Natus Vincere,Team Heretics,Natus Vincere,Ascent,13,2,"Cypher, Fade, Jett, Kayo, Omen","Jett, Kayo, Killjoy, Omen, Sova","Fade, Cypher, Kayo, Omen, Jett, Omen, Sova, Kayo, Killjoy, Jett"
2023,KOI,FUT Esports,FUT Esports,Icebox,6,13,"Harbor, Kayo, Killjoy, Sova, Viper","Fade, Harbor, Jett, Killjoy, Viper","Viper, Harbor, Killjoy, Kayo, Sova, Fade, Killjoy, Viper, Harbor, Jett"
2023,KOI,FUT Esports,FUT Esports,Ascent,9,13,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Raze","Kayo, Killjoy, Jett, Sova, Omen, Jett, Raze, Omen, Kayo, Killjoy"
2023,Team Liquid,FNATIC,FNATIC,Lotus,6,13,"Kayo, Neon, Omen, Skye, Viper","Astra, Fade, Killjoy, Raze, Viper","Omen, Neon, Kayo, Viper, Skye, Viper, Raze, Killjoy, Fade, Astra"
2023,Team Liquid,FNATIC,FNATIC,Haven,6,13,"Breach, Cypher, Jett, Omen, Sova","Astra, Breach, Jett, Killjoy, Sova","Jett, Omen, Sova, Cypher, Breach, Jett, Breach, Killjoy, Sova, Astra"
2023,Giants Gaming,BBL Esports,Giants Gaming,Icebox,13,10,"Jett, Killjoy, Sage, Sova, Viper","Killjoy, Omen, Sage, Sova, Viper","Sova, Viper, Jett, Killjoy, Sage, Killjoy, Sage, Omen, Sova, Viper"
2023,Giants Gaming,BBL Esports,Giants Gaming,Split,13,3,"Astra, Kayo, Raze, Skye, Viper","Astra, Breach, Cypher, Raze, Sage","Skye, Raze, Astra, Kayo, Viper, Astra, Sage, Cypher, Breach, Raze"
2023,Team Vitality,Karmine Corp,Team Vitality,Ascent,13,2,"Fade, Jett, Kayo, Killjoy, Omen","Jett, Killjoy, Omen, Skye, Viper","Omen, Jett, Killjoy, Fade, Kayo, Omen, Killjoy, Skye, Jett, Viper"
2023,Team Vitality,Karmine Corp,Team Vitality,Split,13,6,"Cypher, Jett, Omen, Raze, Sage","Killjoy, Omen, Raze, Skye, Viper","Sage, Omen, Jett, Raze, Cypher, Omen, Viper, Raze, Killjoy, Skye"
2023,Team Heretics,Team Liquid,Team Liquid,Split,8,13,"Cypher, Jett, Omen, Raze, Sage","Cypher, Jett, Omen, Sage, Skye","Raze, Jett, Cypher, Omen, Sage, Jett, Cypher, Omen, Skye, Sage"
2023,Team Heretics,Team Liquid,Team Liquid,Fracture,15,17,"Breach, Brimstone, Jett, Killjoy, Raze","Cypher, Omen, Raze, Skye, Viper","Killjoy, Brimstone, Raze, Breach, Jett, Cypher, Skye, Raze, Omen, Viper"
2023,FUT Esports,Giants Gaming,Giants Gaming,Icebox,5,13,"Fade, Harbor, Jett, Killjoy, Viper","Jett, Killjoy, Sage, Sova, Viper","Jett, Killjoy, Fade, Viper, Harbor, Killjoy, Viper, Sova, Sage, Jett"
2023,FUT Esports,Giants Gaming,Giants Gaming,Split,11,13,"Astra, Killjoy, Raze, Sage, Skye","Astra, Kayo, Raze, Skye, Viper","Raze, Killjoy, Sage, Astra, Skye, Kayo, Raze, Skye, Viper, Astra"
2023,Karmine Corp,Natus Vincere,Natus Vincere,Ascent,11,13,"Fade, Jett, Kayo, Killjoy, Omen","Cypher, Fade, Jett, Kayo, Omen","Omen, Fade, Jett, Killjoy, Kayo, Jett, Fade, Kayo, Cypher, Omen"
2023,Karmine Corp,Natus Vincere,Natus Vincere,Lotus,7,13,"Killjoy, Omen, Raze, Skye, Viper","Jett, Killjoy, Omen, Skye, Viper","Raze, Killjoy, Skye, Viper, Omen, Jett, Skye, Omen, Killjoy, Viper"
2023,BBL Esports,Team Vitality,BBL Esports,Ascent,13,8,"Jett, Kayo, Killjoy, Omen, Sova","Jett, Kayo, Killjoy, Omen, Sova","Killjoy, Jett, Sova, Omen, Kayo, Kayo, Killjoy, Omen, Sova, Jett"
2023,BBL Esports,Team Vitality,BBL Esports,Haven,13,9,"Breach, Jett, Killjoy, Omen, Sova","Breach, Jett, Killjoy, Omen, Sova","Jett, Sova, Breach, Omen, Killjoy, Sova, Killjoy, Omen, Breach, Jett"
2023,Giants Gaming,Team Liquid,Giants Gaming,Ascent,13,11,"Jett, Kayo, Omen, Sova, Viper","Cypher, Jett, Kayo, Omen, Sova","Viper, Jett, Sova, Omen, Kayo, Cypher, Sova, Jett, Kayo, Omen"
2023,Giants Gaming,Team Liquid,Team Liquid,Icebox,11,13,"Jett, Killjoy, Sage, Sova, Viper","Harbor, Jett, Killjoy, Skye, Viper","Jett, Sova, Killjoy, Sage, Viper, Jett, Skye, Viper, Killjoy, Harbor"
2023,Giants Gaming,Team Liquid,Team Liquid,Lotus,10,13,"Breach, Jett, Omen, Skye, Viper","Breach, Fade, Omen, Raze, Viper","Viper, Skye, Jett, Omen, Breach, Raze, Viper, Fade, Omen, Breach"
2023,BBL Esports,Team Heretics,Team Heretics,Haven,14,12,"Breach, Jett, Killjoy, Omen, Sova","Breach, Jett, Killjoy, Omen, Sova","Breach, Omen, Killjoy, Jett, Sova, Killjoy, Breach, Sova, Jett, Omen"
2023,BBL Esports,Team Heretics,Team Heretics,Lotus,10,13,"Breach, Jett, Killjoy, Omen, Skye","Killjoy, Neon, Omen, Skye, Viper","Omen, Skye, Breach, Jett, Killjoy, Skye, Killjoy, Omen, Neon, Viper"
2023,BBL Esports,Team Heretics,BBL Esports,Icebox,13,2,"Jett, Killjoy, Sage, Sova, Viper","Harbor, Jett, Killjoy, Sova, Viper","Jett, Viper, Killjoy, Sova, Sage, Sova, Viper, Jett, Killjoy, Harbor"
2023,KOI,Karmine Corp,Karmine Corp,Lotus,6,13,"Breach, Killjoy, Omen, Raze, Skye","Killjoy, Omen, Raze, Skye, Viper","Skye, Killjoy, Omen, Raze, Breach, Killjoy, Skye, Raze, Omen, Viper"
2023,KOI,Karmine Corp,KOI,Ascent,13,8,"Jett, Kayo, Killjoy, Omen, Sova","Fade, Jett, Kayo, Killjoy, Omen","Kayo, Killjoy, Jett, Sova, Omen, Jett, Kayo, Omen, Fade, Killjoy"
2023,KOI,Karmine Corp,Karmine Corp,Haven,11,13,"Killjoy, Omen, Raze, Sage, Skye","Breach, Jett, Killjoy, Omen, Sova","Killjoy, Sage, Skye, Omen, Raze, Killjoy, Omen, Jett, Sova, Breach"
2023,FUT Esports,FNATIC,FNATIC,Icebox,5,13,"Jett, Killjoy, Sage, Sova, Viper","Jett, Killjoy, Sage, Sova, Viper","Killjoy, Jett, Sage, Sova, Viper, Killjoy, Sage, Jett, Sova, Viper"
